modelName,param,storyName,clipt,clipi,accs
StoryAdapter,id10,tam_cam,0.27200137867647056,0.7975992838541667,0.32922169518849204
StoryAdapter,id10,thach_sanh,0.29623558407738093,0.7830699573863636,0.12906087239583333
StoryAdapter,id10,thanh_giong,0.24998643663194445,0.7281005859375,0.3253352864583333
StoryAdapter,id10,trai_sau_rieng,0.32405952785326086,0.8083844866071429,0.16900634765625
StoryAdapter,id10,trau_cau,0.2520819769965278,0.7489188058035714,0.22488458806818182
StoryAdapter,id2,ba_luoi_riu,0.33028470552884615,0.8323317307692307,0.6676897321428572
StoryAdapter,id2,cau_be_thong_minh,0.29364013671875,0.67119140625,0.1680908203125
StoryAdapter,id2,cau_be_tich_chu,0.3189290364583333,0.8318684895833334,0.5239054361979166
StoryAdapter,id2,cay_huyet_du,0.24884588068181818,0.7907366071428571,0.363671875
StoryAdapter,id2,cay_khe,0.2982823988970588,0.7516276041666666,0.4395751953125
StoryAdapter,id2,cay_tre_tram_dot,0.262579345703125,0.6531110491071429,0.2162446521577381
StoryAdapter,id2,chim_da_da,0.30561967329545453,0.7196978400735294,0.41991536458333334
StoryAdapter,id2,chim_hit_co,0.2598388671875,0.7468959263392857,0.324407958984375
StoryAdapter,id2,chim_nam_trau_sau_cot_va_chim_bat_co_troi_cot,0.2747105189732143,0.6884014423076923,0.3369838169642857
StoryAdapter,id2,chim_quoc,0.2612982855902778,0.7367431640625,0.49163382393973215
StoryAdapter,id2,chim_tu_hu,0.25887357271634615,0.8045828683035714,0.3928644627700617
StoryAdapter,id2,coc_kien_troi,0.2993004840353261,0.7550048828125,0.42021122685185186
StoryAdapter,id2,con_rong_chau_tien,0.296099853515625,0.7939208984375,0.14592149522569445
StoryAdapter,id2,da_trang,0.2868849231350806,0.79833984375,0.14529633103755482
StoryAdapter,id2,ho_guom,0.28480747767857145,0.7550270774147727,0.27016485305059523
StoryAdapter,id2,mai_an_tiem,0.270830078125,0.6387396918402778,0.31662276238620446
StoryAdapter,id2,son_tinh_thuy_tinh,0.2529025607638889,0.6241647820723685,0.22394816080729166
StoryAdapter,id2,so_dua,0.28256661551339285,0.7175048828125,0.3377197265625
StoryAdapter,id2,tam_cam,0.2765897863051471,0.7944010416666667,0.3139424964864418
StoryAdapter,id2,thach_sanh,0.29360816592261907,0.7575905539772727,0.18106770833333333
StoryAdapter,id2,thanh_giong,0.2572699652777778,0.7205322265625,0.3347710503472222
StoryAdapter,id2,trai_sau_rieng,0.30717667289402173,0.8021065848214286,0.1300811767578125
StoryAdapter,id2,trau_cau,0.2524346245659722,0.7152971540178571,0.22377263849431817
StoryAdapter,id4,ba_luoi_riu,0.3267352764423077,0.8313176081730769,0.6540876116071428
StoryAdapter,id4,cau_be_thong_minh,0.28989083426339285,0.686767578125,0.17025248209635419
StoryAdapter,id4,cau_be_tich_chu,0.3287556966145833,0.8278537326388888,0.5214742024739584
StoryAdapter,id4,cay_huyet_du,0.24543900923295456,0.8001534598214286,0.35614013671875
StoryAdapter,id4,cay_khe,0.3050321691176471,0.7608642578125,0.4359130859375
StoryAdapter,id4,cay_tre_tram_dot,0.2638671875,0.6613885788690477,0.2186560997596154
StoryAdapter,id4,chim_da_da,0.30329478870738635,0.7151309742647058,0.42138671875
StoryAdapter,id4,chim_hit_co,0.2636474609375,0.7512904575892857,0.31512451171875
StoryAdapter,id4,chim_nam_trau_sau_cot_va_chim_bat_co_troi_cot,0.29055350167410715,0.7050405649038461,0.3303375244140625
StoryAdapter,id4,chim_quoc,0.2574259440104167,0.731591796875,0.4540283203125
StoryAdapter,id4,chim_tu_hu,0.26695838341346156,0.8014439174107143,0.3947339866593567
StoryAdapter,id4,coc_kien_troi,0.3013756793478261,0.761444091796875,0.3719482421875
StoryAdapter,id4,con_rong_chau_tien,0.29005126953125,0.7756591796875,0.18063306051587302
StoryAdapter,id4,da_trang,0.2840576171875,0.7936460433467742,0.13520914713541668
StoryAdapter,id4,ho_guom,0.2900390625,0.7500443892045454,0.2896336146763393
StoryAdapter,id4,mai_an_tiem,0.280517578125,0.6526421440972222,0.3145591586243872
StoryAdapter,id4,son_tinh_thuy_tinh,0.2531263563368056,0.6281481291118421,0.21588473849826387
StoryAdapter,id4,so_dua,0.2775791713169643,0.6906982421875,0.31793619791666666
StoryAdapter,id4,tam_cam,0.2736349666819853,0.7980875651041667,0.30246892051091273
StoryAdapter,id4,thach_sanh,0.3014439174107143,0.7756125710227273,0.17812736742424243
StoryAdapter,id4,thanh_giong,0.2568834092881944,0.7380615234375,0.33392578125
StoryAdapter,id4,trai_sau_rieng,0.3172448199728261,0.8135463169642857,0.15802001953125
StoryAdapter,id4,trau_cau,0.2518649631076389,0.7498604910714286,0.21387939453125
StoryAdapter,id6,ba_luoi_riu,0.3377028245192308,0.8414588341346154,0.6512625558035714
StoryAdapter,id6,cau_be_thong_minh,0.29095458984375,0.7,0.16790771484375
StoryAdapter,id6,cau_be_tich_chu,0.3246256510416667,0.8330078125,0.5207010904947916
StoryAdapter,id6,cay_huyet_du,0.24699263139204544,0.8071986607142857,0.3510498046875
StoryAdapter,id6,cay_khe,0.30315085018382354,0.7627766927083334,0.4277750651041667
StoryAdapter,id6,cay_tre_tram_dot,0.266253662109375,0.6632952008928571,0.342372796474359
StoryAdapter,id6,chim_da_da,0.2988558682528409,0.7194393382352942,0.4061995442708334
StoryAdapter,id6,chim_hit_co,0.2656656901041667,0.7451869419642857,0.32387288411458337
StoryAdapter,id6,chim_nam_trau_sau_cot_va_chim_bat_co_troi_cot,0.3065883091517857,0.7128155048076923,0.3340318467881944
StoryAdapter,id6,chim_quoc,0.2618611653645833,0.7493408203125,0.4514055524553572
StoryAdapter,id6,chim_tu_hu,0.2646531325120192,0.8053327287946429,0.393350047210039
StoryAdapter,id6,coc_kien_troi,0.2969386888586957,0.7542877197265625,0.3900075438161375
StoryAdapter,id6,con_rong_chau_tien,0.29141845703125,0.7735595703125,0.18363850911458335
StoryAdapter,id6,da_trang,0.28395917338709675,0.7925907258064516,0.1199798583984375
StoryAdapter,id6,ho_guom,0.2916841052827381,0.738525390625,0.2796738812712585
StoryAdapter,id6,mai_an_tiem,0.2821337890625,0.6731635199652778,0.3252718372505252
StoryAdapter,id6,son_tinh_thuy_tinh,0.2552490234375,0.6238435444078947,0.22645060221354166
StoryAdapter,id6,so_dua,0.28098842075892855,0.7032470703125,0.250498046875
StoryAdapter,id6,tam_cam,0.26772891773897056,0.7881998697916667,0.2924762705646495
StoryAdapter,id6,thach_sanh,0.2970086960565476,0.7745694247159091,0.1819789341517857
StoryAdapter,id6,thanh_giong,0.2505560980902778,0.7338623046875,0.32547607421875
StoryAdapter,id6,trai_sau_rieng,0.3250573199728261,0.8187779017857143,0.2028961181640625
StoryAdapter,id6,trau_cau,0.2512749565972222,0.7320731026785714,0.22118252840909092
StoryAdapter,id8,ba_luoi_riu,0.33828500600961536,0.8450270432692307,0.6502859933035714
StoryAdapter,id8,cau_be_thong_minh,0.28633335658482145,0.715380859375,0.17032470703125
StoryAdapter,id8,cau_be_tich_chu,0.3250732421875,0.8280707465277778,0.518218994140625
StoryAdapter,id8,cay_huyet_du,0.2496670809659091,0.802734375,0.35125732421875
StoryAdapter,id8,cay_khe,0.3075741038602941,0.7664388020833334,0.43695068359375
StoryAdapter,id8,cay_tre_tram_dot,0.263201904296875,0.6525530133928571,0.3389297876602564
StoryAdapter,id8,chim_da_da,0.2941672585227273,0.7276252297794118,0.4147591145833333
StoryAdapter,id8,chim_hit_co,0.2681070963541667,0.7472446986607143,0.1550048828125
StoryAdapter,id8,chim_nam_trau_sau_cot_va_chim_bat_co_troi_cot,0.30381556919642855,0.7137545072115384,0.3320855034722222
StoryAdapter,id8,chim_quoc,0.2621392144097222,0.7543701171875,0.45493774414062504
StoryAdapter,id8,chim_tu_hu,0.2658128004807692,0.8043038504464286,0.39340810794346975
StoryAdapter,id8,coc_kien_troi,0.2974747367527174,0.76043701171875,0.3595431857638889
StoryAdapter,id8,con_rong_chau_tien,0.28936767578125,0.77685546875,0.18313802083333333
StoryAdapter,id8,da_trang,0.2850538684475806,0.7981193296370968,0.118682861328125
StoryAdapter,id8,ho_guom,0.2878011067708333,0.7568803267045454,0.2732363746279762
StoryAdapter,id8,mai_an_tiem,0.2830419921875,0.6731770833333334,0.32345664828431375
